40000
  36.1033101196   36.1033101196   36.1033101196
87 0    4.6811566447  -15.8629232765    4.3768093807    0.4465535434   -1.9718828373    0.2076439675
88 0    4.7012337027  -16.2874995031    3.4528176793   -1.4530516466    0.0889424158    0.9955561161
89 0    4.9750949874  -15.7140646250    2.7754662252   -1.6731121949   -0.1085780688    0.0621475479
90 0    5.1809919705  -16.6192190255    2.4772052395   -2.0361810134   -1.3828354230    0.6877177029
91 0    5.6929982559  -16.8190607034    1.6645230306   -0.3472868210    1.6832433412   -0.4028210620
92 0    6.3264220186  -17.2386642135    2.2107757364   -0.0343338627    1.7426457977    1.2681020688
93 0    5.5948608135  -17.8294304173    2.3076685832    0.8449348604   -1.3930208934   -0.2330121459
94 0    5.7821178882  -17.7828844186    1.3072438305    0.0493949526    0.6935890816   -0.2669607141
95 0    5.8108952515  -17.0675547695    0.6838452027    1.2226571657   -0.9123534545    0.8082606593
96 0    6.6639135112  -17.4000226339    1.1245354625   -1.2256971003    0.1761584303    0.2526160022
97 0    7.3899807496  -17.0015067828    0.6421213384    0.1748857781    1.1197943499    0.5281201601
98 0    6.8189720068  -17.4402716729    0.0706532480   -1.3170594954   -1.0743700212    0.5646940818
99 0    7.6664889345  -17.5286348029   -0.2629062844   -0.0723864771    0.7556100116    1.1293622551
100 0    7.4751103616  -18.0683406969    0.5422873952    0.6490541123   -0.9398453591   -0.5487253571
101 0    7.5919595953  -18.6944082216   -0.1237499794   -0.2145358434   -0.9964062406    0.9894329221
102 0    6.7272982552  -19.0076263893   -0.1598311873    0.9373278538    0.6787867569   -0.9158994343
103 0    6.5379487096  -18.2773982352   -0.6428330296   -0.2421650576    0.5791035432    0.6266394302
104 0    6.0734619335  -18.4150013287   -1.4987676732   -1.1004285806    1.4159302012   -2.6644745056
105 0    5.4480805163  -17.5935803246   -1.5284861064    0.6892169065   -0.2216507096    1.5619779995
106 0    6.0865219594  -17.3711712694   -0.8669108561   -1.3383529796   -0.2784930164    0.5436824658
107 0    5.6698165472  -16.5451092802   -1.0361852814    1.2976440176   -1.1441238405   -1.4974441632
108 0    4.9321433502  -16.0000421638   -0.6448714493    0.8262586602   -0.2424412463    0.4455390961
109 0    4.4517996438  -16.5597910978   -1.2886562118   -1.1132115144   -0.0186358336   -0.6866469205
110 0    4.5051004281  -16.1937208156   -2.1972340334    1.8763845631   -1.2206547753    0.1162488990
111 0    4.1700456022  -15.3319891021   -2.0049044126   -1.5827407210    0.3792677276   -0.5034659930
112 0    3.6988552742  -15.8055428723   -1.3137237102    0.2073568598    0.8335287050    0.9264679915
113 0    2.9298776429  -15.7183406120   -0.7177185184   -1.2608952492    0.5061359261    1.5590607525
114 0    2.9843958191  -15.5690558125    0.2339479409   -0.0213471363   -0.6112465020   -2.3550206113
115 0    3.8783041787  -15.6801747033   -0.2027838958    0.1359289123   -0.2610088393   -0.5304123716
116 0    3.7482724819  -14.7886868825    0.1277967512    0.6745523134    0.5744755683   -1.3821690330
117 0    4.2526148591  -14.5265311840    0.9318414994   -0.3963223482    0.0256367422   -1.3337238568
118 0    4.5725410669  -15.3165737293    0.5832009395    0.9051371866   -2.0499318250   -0.1004220689
119 0    4.8145482531  -14.8103997297   -0.1666773718   -1.2924811464    0.3021048440   -0.5128929603
120 1   17.1310768194   38.9297371695   26.9987389419   -0.7359368930   -0.2367542797   -1.7953663313
121 1   16.3576078862   38.5414807800   26.5664578772   -0.9809803421   -0.9993680308   -1.1227963406
122 1   16.8831450211   38.0171796037   25.8962086980    0.5570433585   -0.3875410252   -0.2731387729
123 1   16.5950453406   37.0641211449   26.0145147914    2.4174705673    0.5184623931   -0.5866339602
124 1   17.4950311825   37.3596849577   26.3389308774   -0.0218238750   -0.2903787684   -0.3331476267
125 1   17.1885648743   37.8506554199   27.0612829048   -0.4489136728   -1.4475862201   -0.0701936281
126 1   17.5629281859   38.0932332382   27.8937271720   -0.5192483300   -0.3989731780   -0.0730991736
127 1   18.4105806697   38.3712779477   27.7126712101    2.1015295064    0.3479905678   -0.5361090740
128 1   18.5602483356   38.1149001233   28.6714273002    0.5017366863    0.6635659025    0.7132369375
129 1   17.7817647263   38.6535188627   28.9031301334    0.3048432504    0.4253224421   -0.1568916949
130 1   16.8139638129   38.6744066635   29.1551314602    0.9826178569    0.3759400107   -0.1294879991
131 1   16.0784783263   38.0553075745   29.2966432478    0.1357751290    1.3700018523    0.1070869275
132 1   15.5468940207   38.8530051575   29.5699746419    1.0094424213    1.6825761213   -1.0053870245
133 1   14.6714306256   39.2281280915   29.3079574103    1.1151879450    0.2425225615   -0.5341877955
134 1   14.9649091831   39.7914831020   30.0178191714    0.9348854431    0.4733467195    0.8525942734
135 1   14.7599969998   39.2036228326   30.8418074290    0.7379178827    0.2990604815    1.2743288172
136 1   15.1307028501   38.5038336686   31.4414881282    1.3768963427    0.1370799866   -0.7113051569
137 1   15.7341989596   39.2046106311   31.4261843832    0.8461832155    0.0040263205   -0.1200407014
138 1   16.6130011564   38.8522987517   31.6220285973    0.1920314338    0.1519088112    1.1025121073
139 1   17.0350671491   38.7743487551   30.7731562041    0.6209842269    0.1556603458   -1.1211034897
140 1   16.1767314710   38.6937824327   30.3501048759   -2.2281978543    0.8373108294    1.1406996280
141 1   15.9009770832   39.6412062029   30.4807173732    0.4141843182    2.6315724739   -0.6780675645
142 1   16.4852455851   39.6672258979   29.7033773337   -0.5521853873   -2.3334265667    1.0094506441
143 1   16.8075733979   40.4556656372   29.3068097906   -0.1165397797    1.7015940669   -1.2816338032
144 1   16.1272785225   40.9168636218   28.7337447864   -0.5015406720    0.7541704065    2.0561935886
145 1   15.1934901737   40.6849397896   28.7694853667   -1.2743151764    0.5029740566   -0.1147862348
146 1   15.6236389291   39.8913695521   29.1181752353   -0.2941836343    0.3390455764   -1.7594913050
147 1   16.2991114676   39.5237543848   28.4690013319    1.4574784870   -1.6109388287    0.7027086265
148 1   15.7407389921   40.2191272529   28.0096740168    0.2603810011    0.2229112281   -0.7943611640
149 1   15.1103353457   40.9372176795   27.5562478710   -0.4801952104   -1.0989498262   -0.0790629224
150 1   16.0253771489   41.2585227608   27.5344691510   -1.1408859539    0.8336575391   -1.5661729283
151 1   16.6742347800   40.5446838819   27.6457453208    1.1622236322   -0.1386791684   -1.0608240967
152 1   17.2880739111   40.4739852706   28.3256089419   -0.4836370991   -0.3051818128   -0.4689134550
153 1   17.3266698073   39.6369415081   28.7565029795    0.5996389044    0.3203124449    1.0594138180
154 1   18.2680655561   39.5536710130   28.8961608673    0.2586490737    2.4144504125    0.1361915632
155 1   18.1036128272   40.1659309159   29.5986159218   -2.2288158782    0.2179758841   -1.4499999357
156 1   17.8661380867   39.3059548076   30.0002666265   -0.2142418364   -0.3913457034    0.0279656452
157 1   18.5490171506   38.7705482208   29.6504854281   -1.3004670341   -0.1412590183    0.3416018370
158 1   19.1997859180   39.3642104712   30.0461655621    0.3621090743   -1.5741529557    0.1166312988
159 1   19.5761156919   40.2069570711   29.8305323505   -0.2055519800   -0.2641232115   -0.9838841820
160 0   14.6120279899   13.9928394276   29.8472344074    0.4506241347    0.9362621311   -0.8262412838
161 0   13.7189910167   13.7437686657   29.6926088147    0.0413279610    0.0130569836    0.0347159059
162 0   13.9783794831   12.8862980837   29.3164805110    2.7322649374    1.4568263238   -1.2768412856
163 0   13.2168699621   12.7645844483   29.9463455319   -0.5917607775   -0.4342382340    1.9581763574
164 0   13.7592016975   11.9966345574   30.0263166309    1.4378703627   -0.3151666649    0.3088176430
165 0   14.0214482145   11.5839485417   30.7726608606    0.5609424157    0.3118842165   -0.0492127385
166 0   13.0982043197   12.0056749768   31.0728013886   -0.3042439157   -1.2102860043   -2.0728163941
167 0   13.1805333892   12.9276469742   31.0068839330    0.3156422669   -1.5640606723   -0.0002519583
168 0   13.8051049307   13.6350391887   31.1221119268    0.1516122452    0.0870529801   -0.3686022555
169 0   14.0489077600   13.0685523043   30.3911198635    1.8301909319    0.2027005038   -0.3173347636
170 0   14.8552963224   12.4432788428   30.3953625252   -0.1613274674   -2.1984960263    1.4288564315
171 0   15.6037578197   12.8757534979   30.0278451092   -0.3018165857   -0.6243928458    1.1554177417
172 0   16.0552782591   12.6042655153   30.8135092090   -1.5472932432   -0.4023798557   -0.1208825536
173 0   16.9127061620   12.6936067368   31.2298981539   -0.7049728190    0.3184164703    0.1208151413
174 0   17.3939087562   12.9728641484   30.4883233459    1.2037205543    0.3216658246   -1.6972343889
175 0   17.1097635444   13.0850242042   29.6111975298    0.8462363746    0.2971380367   -1.5368631477
176 0   17.8948591202   12.7042611513   29.1851304420    0.8854701193    0.9946915873   -1.0621230699
177 0   18.3956378583   12.7007431025   28.3996247181    0.2104808700    0.1181180400   -0.4582710981
178 0   18.6962141018   12.6145915529   27.4972153132   -0.9718139622   -0.3340652010   -0.7843585322
179 0   19.4922179645   12.0871139546   27.1421028047    1.1009743066    1.0115499274   -1.2361604112
180 0   19.5305126447   12.4354502584   28.0584728290    0.0981602164   -0.7350060055    2.5096834963
181 0   18.8914752947   11.7163831278   27.9874220719    0.4973825545   -1.8230090572   -1.1397370130
182 0   18.5132527204   11.4850239968   27.0516774333   -1.0867241021    1.2120465553   -0.4712969512
183 0   17.5859797435   11.4363209613   27.3915190902   -0.3961909639    0.7897873265    1.6236151695
184 0   17.0536045359   10.6541244867   27.1709888823   -0.1875934845    1.1470537055   -0.7999039257
185 0   16.3818027009   10.9515861993   27.7194817259    0.0333166517   -0.3012203813   -0.9453611418
186 0   16.8368929585   10.2894303265   28.2714444476   -1.1443165395   -1.3355546800   -0.2157250618
187 0   17.0622367289    9.3437010433   28.4091255530    0.6483763323    2.0569033673   -0.0246359319
188 0   17.6677299635    8.6705712790   28.1492598678   -0.7044940455   -0.3175506709   -1.2997309113
189 0   17.6294223542    8.9788491524   27.2602742993   -0.8391138197   -0.9682336428   -1.5184518174
190 0   17.0911991377    8.1081980664   27.1377799944    0.0391308481    1.0864277656    0.5013499578
191 0   16.7088546170    7.7063909132   27.9926396158   -0.0100527095    1.1260675708   -0.3064347462
192 0   17.1465939368    8.1956433324   28.8325586672   -0.3703672307    1.1681246824   -0.3463864907
193 0   17.4396292768    8.7387056674   29.5445958483   -0.6178570722   -0.7825057622    1.4186549727
194 0   18.3250141297    8.5527515572   29.7942859655    1.2468315688    0.1181055551   -1.2168092349
195 0   18.7419526468    7.9158458446   29.2545873246   -0.8279599347    1.5997221639   -1.8061135946
196 0   19.0723353506    8.7911829724   29.1428479635    0.0680093979    0.4473922570   -0.0224671610
197 0   18.5856421693    9.5058263111   29.6126961752   -0.6715743798   -0.7758817107   -0.3747187509
198 0   17.7355220696    9.7799297640   29.2272909535    0.3009056127    0.7036290861    0.1050394248
199 0   17.0076461831   10.3997565426   29.3287140592    0.0970868185    0.7886728630    0.4258715271
200 1   26.8062164192   -9.8971346618   18.6699559973   -0.7048915688   -1.5910221724    0.0992375025
201 1   26.4295639850   -9.9780175425   19.5515195756    0.0863166192   -1.7861129767    0.0232059848
202 1   26.5051889922   -9.0978425909   19.1843222675   -2.0554080852    2.0804150010   -0.4459411709
203 1   26.5460301211   -8.3127890081   18.6603890900   -0.3529311546    0.8930491280   -1.1964681336
204 1   26.6175324081   -7.4039518386   18.8462585081    0.4569936138    0.7724817024    1.8564917668
205 1   27.1338084515   -7.4468132570   19.6641177557    1.4454163516    0.5096129078    1.6130134838
206 1   26.5093471866   -8.0062930719   20.0873080844    1.3738581917    1.3935896570    2.3893971625
207 1   25.7428685432   -8.6038486243   19.8675255620    1.3165712468    1.3091279993    0.0036077110
208 1   25.1612017401   -8.8142527542   20.5708252673    0.8880231326   -1.2744467213   -0.3992481487
209 1   24.8874218131   -8.2687521510   21.3032628230    0.4115633738    0.1886830372   -2.3339452328
210 1   25.7833027955   -7.8370001088   20.9957550796    0.4058992832    0.9020938970   -0.6420251496
211 1   24.9882988109   -7.3696311534   20.9148594678    1.2563930976   -0.0447933930   -0.1412558058
212 1   25.4953837286   -6.6733648967   20.4517979718   -0.2470692891    0.3122104453    0.1741303417
213 1   25.3628980751   -6.1266265127   21.1912510231    0.1632715666   -0.3759867870    1.2565783723
214 1   24.5895209138   -6.5591204707   21.5953152110   -0.4751423241   -1.7690250721    0.0643394245
215 1   24.2101001504   -5.9448263835   20.9827154857   -0.2959094182   -0.0313986584    0.5231446088
216 1   23.9310284433   -5.0786178185   21.2234837580   -0.0561913570   -1.2158569234   -1.8175306266
217 1   23.5528929222   -4.2418586708   20.9605666317   -1.2316105817    0.3771063558   -0.4307367007
218 1   23.2125890924   -3.8265712303   20.1857947892   -0.1964408206   -0.7141048765   -1.3353085302
219 1   24.1712319629   -3.6683508657   19.8859283227    0.1321507223   -0.2908887952    0.3181031156
220 1   23.7337764044   -4.2420196175   19.2697220207    1.5213557091   -0.0998300191   -0.1573321029
221 1   23.6541333428   -3.2913916886   19.0351206564    0.9750742010    1.1710666589    0.2136530620
222 1   22.9339295485   -2.9040206611   18.5531143798    0.0729786816   -0.0626222137    1.5719182127
223 1   23.7174967289   -2.3070871515   18.5633579745    0.2626313974    1.0966141540   -0.0938338116
224 1   23.6305783021   -2.2435252316   17.6594715746   -0.3587746537   -1.5924798983    0.8772328753
225 1   23.6415535128   -1.2953305381   17.6129580579    1.8751294193    0.4660942765   -1.0451466682
226 1   23.2914957022   -0.6887265531   17.0762192509    0.0269481978    0.8557623426   -1.1528733921
227 1   22.5297477680   -0.9025997684   17.6202747058   -0.6184655523   -0.3237286653    1.3102902985
228 1   22.7169506086   -1.7896195886   17.9855031756    0.2911013510    0.0507844869   -0.4767488287
229 1   22.7179682556   -1.9039633240   17.0050252884    1.5931001769    0.0206073436    0.5616020281
230 1   21.7759946669   -1.6323913887   16.7950403055    0.9357556489    0.3456906216   -1.0789341720
231 1   22.3727270806   -1.0427085014   16.3748644844    0.4240424846   -0.4026401493   -1.6787335441
232 1   22.6766518981   -1.5565877608   15.5598378464   -0.7199982979    2.7650627730    0.3375726199
233 1   23.3211005688   -0.9221759144   15.4404189667    0.2457382769    1.0666335667    1.4353217538
234 1   23.6139875254   -1.2520005366   14.5765463819    0.1708432104    0.9737493332    1.6758527949
235 1   23.6905915962   -2.0045102191   15.2013684117   -0.2968917260   -1.0538736123    1.8575796652
236 1   24.3872230457   -2.3277479756   15.7640426057    0.0720523697   -1.1899259119   -0.3303003651
237 1   23.6925323284   -1.9206145219   16.2877076134   -0.0890003775   -0.9276499484    0.7240246819
238 1   23.9158369042   -2.7294239749   16.7368220229    0.4281030817    0.8269496409   -0.7459115688
239 1   23.3598086458   -2.9482551272   15.9641286228    0.3757139708    1.2545403071   -0.1158379605
240 0   23.1187600323    6.1925826231   12.0013395774    1.2580467010   -1.0019580175   -2.2093416926
241 0   22.5085790541    6.2205610736   11.2583454819   -0.2225825969   -1.1891360493   -0.5156279646
242 0   22.6667455081    6.0560179124   10.2483944237    1.1630795919    0.8675270912   -1.4689745933
243 0   23.4296913895    5.4420601165    9.9763654714    0.7105743374   -1.2521521010    0.0451750297
244 0   24.0913768997    4.8518199344    9.5445617332   -0.1285885887    1.7580076083   -0.6548153842
245 0   24.8647330252    4.6880707255    9.0508378326    1.2149762456    1.0203929685    0.2868717696
246 0   25.6579108356    4.8568043529    8.5700397367    0.5147971160    0.6996654199   -0.9017644565
247 0   25.4904831171    5.0149404332    7.6483295810    0.5199076165   -0.6830490636   -1.1530252098
248 0   25.9847112342    5.8587330462    7.7178917053   -0.0931361236   -0.5634665924   -0.3655094940
249 0   26.7271921496    5.7202971086    8.2210079594    0.6886986917    0.5054748332    0.3053941356
250 0   26.4664244908    6.1583007724    8.9829543924    0.1309161683   -0.8738731527   -0.6456357831
251 0   25.4723246418    6.0932929005    8.8973607727   -0.4123186691    0.1770062108    0.4088959127
252 0   25.1085524011    5.6670289756    9.6671947828   -0.5141381858    1.1586565679   -1.3188027141
253 0   25.5285402253    4.7942469651    9.7178008060   -0.0237903271    1.7391272079    0.1073254412
254 0   26.4414458778    4.8363512177    9.4640597017   -1.6448064836    0.1135917230    0.4760197792
255 0   26.5559896760    3.9672299487    9.9793968327    0.4217992898    0.5341452982   -1.1107637426
256 0   26.6620737589    4.6395552410   10.6568019743    1.2836861773   -0.5989728247    0.8669794080
257 0   25.8057147447    5.0114399142   10.7466870088    0.3535264618    1.0083636491   -1.9595117401
258 0   25.5707471112    5.8891964482   11.0780424451   -0.1756019772    1.7537502160    0.2442575050
259 0   25.9116206941    6.2062007739   11.9587100241   -2.3328699250   -0.9065283040   -0.1948687584
260 0   25.4640823718    5.9310681100   12.8037741866   -0.7151551236   -1.5398695152   -0.4086714933
261 0   25.1621000396    5.0591083511   12.9426622947   -0.2585234207   -0.9850933743   -2.0826312457
262 0   24.6743759767    5.4683926662   13.6194384376   -0.2874878641    0.1438586803    0.2211049846
263 0   24.3350943808    4.5627854306   13.3487640912    0.6924439611   -0.5515079421    1.1140613498
264 0   24.2625960033    3.6507678557   13.5130791826    0.9343671077    1.2860028108   -0.9360210389
265 0   23.7558246924    2.8711718761   13.4287718098    0.6095584939   -0.7921321177   -0.4857914752
266 0   24.0973111234    2.0679581617   12.9041462634   -1.3708998624   -0.2665829055    0.8640865307
267 0   24.5232855604    2.9439841622   12.7716130018   -0.7802390113    2.0255565457   -1.2098576629
268 0   25.0225224683    3.7308535447   12.7346842017   -0.8952891927   -1.6737168872    0.8097780748
269 0   24.7283348726    3.5106078931   11.8647231386   -1.5593732061   -0.3700225337   -0.4278703335
270 0   24.1757565627    2.6992214358   11.8000153473   -0.3289068008    0.4683398958   -0.0770864106
271 0   23.4843006126    3.2203005266   11.3219842790   -0.8654008123   -0.5589104392   -0.7161184185
272 0   23.9206556595    3.2014329259   10.4477202301    0.8370360559    0.9426664933   -2.1915602441
273 0   23.4108602383    2.4028018057   10.7236141227   -0.4720641382    1.7325729932    1.0671639330
274 0   22.5074360533    1.9205671264   10.5003525699    0.8039490388   -1.2783699286   -0.6337778906
275 0   22.0866839467    1.6351714064   11.3657892133   -1.0384658679   -2.1047708687   -0.7390464117
276 0   21.2086388918    1.4025114475   11.6193162921    1.8566786297    1.4410601094    0.5730679545
277 0   21.5590977580    1.4898633658   12.4905447373   -0.0337844138   -1.1324937419    0.7688497387
278 0   21.3229271861    0.5889367137   12.7376046678    1.2263777286   -0.5670389792   -2.7343759937
279 0   21.5784091046   -0.1333407125   12.2192625021   -0.4260959849   -0.7553931724    0.1404366525
280 1   10.9801800139   27.5056555442   11.9035928572   -0.1406283415    0.8997992761   -0.0202503435
281 1   10.1443714425   26.9603404464   11.9909395661    0.5922162658    0.3058385306   -0.2864653129
282 1   10.0184247746   26.5189969870   11.1142153941   -0.2275136430   -1.0162004208   -1.6020938958
283 1   10.8777616131   26.7026104153   10.6002545082    1.1994713563   -1.3312022906   -0.0979466786
284 1   10.5499421452   25.8172728416   10.3720080127    1.3307405840    0.3199964144    0.3419593361
285 1   11.4302789504   25.4607766174   10.5682270732   -0.2204888388    1.1418790212   -2.8718588544
286 1   10.9704920069   25.5271092334   11.4542985308    1.4646936926    0.9729615782    0.9263097034
287 1   10.1398675783   25.2053521344   11.0321540449   -0.0451435738    1.0341593787   -0.9081213323
288 1    9.5727462001   25.6444438860   11.6467244010    0.2117988723   -1.0973457841   -1.3575567454
289 1    9.1336070175   26.5038137496   11.8220253168   -0.8098616105   -1.2559013709    0.4103450908
290 1    8.5387461966   25.8191239221   11.9495283806    0.2960048822   -1.3612373633   -0.3682733367
